report_number,crash_year,crash_date_time,report_date_time,investigating_agency_rep_num,form_type,total_number_of_vehicles,total_number_of_persons,total_number_of_narratives,county_code,city_code,county_name,city_name,rural_or_urban,notified_time,dispatched_time,arrived_time,cleared_time,completed_flag,reason_not_completed,notified_by,on_street_road_highway,street_address_number,latitude,longitude,feet_from_intersection,miles_from_intersection,direction_from_intersection,from_intersection_of,from_milepost_number,road_system_identifier,type_of_shoulder,type_of_intersection,photos_taken_flag,light_condition,weather_condition,road_surface_condition,school_bus_related_code,type_of_impact,first_harmful_event,harmful_event_location,interchange_flag,junction_flag,road_circumstances_1,road_circumstances_2,road_circumstances_3,environment_circumstances_1,environment_circumstances_2,environment_circumstances_3,work_zone_related_flag,location_within_zone,type_of_work_zone,workers_present,law_enforcement_present,investigator_id,investigator_rank,investigator_first_name,investigator_middle_name,investigator_last_name,investigator_suffix,investigating_agency_name,investigating_agency_type,load_dt90838674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,1,88,1,1,1,1,32,2,88,1,1,,,1,,,1,,,,,217,DEPUTY,,,EPLHASE,,LEON COUNTY,2,2011-03-08 15:54
89141943,2019,2019-06-21 10:33,2019-06-21 00:00,2019-00093288,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-06-21 10:34,2019-06-21 10:34,2019-06-21 10:37,2019-06-21 11:30,2,,2,E ORANGE AVE,,30.412598,-84.277288,,,,S MERIDIAN ST,,5,3,2,1,1,1,1,1,,10,1,1,3,1,,,1,,,1,,,,,536,OFC,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-06-26 14:28,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87505408,2019,2019-04-24 14:55,2019-05-17 11:27,190062261,U,1,3,0,13,0,LEON,Unincorporated - Leon County,1,2019-04-24 14:55,2019-04-24 14:55,2019-04-24 14:55,2019-04-25 06:11,1,TRAFFIC UNIT IS CONDUCTING FOLLOW UP,2,W TENNESSEE ST,,30.456964,-84.366811,0,,,TENNESSEE CAPITAL BLVD,,5,1,77,2,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,12202,,,,,,LEON CO SO,3,2019-05-18 14:22,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89142442,2019,2019-07-13 08:07,2019-07-13 00:00,2019-00105589,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-07-13 08:07,2019-07-13 08:09,2019-07-13 08:14,2019-07-13 08:40,2,,2,AUSLEY RD,,30.434394,-84.319534,,,,W JACKSON ST,,5,3,2,1,1,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,779,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-07-15 13:47,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89143869,2019,2019-09-08 15:09,2019-09-08 00:00,2019-00136976,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-09-08 15:09,2019-09-08 15:09,2019-09-08 15:10,2019-09-08 15:50,2,,2,E LAFAYETTE ST,,30.437847,-84.275991,,,,S FRANKLIN BLVD,,3,3,2,1,1,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,682,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-09-19 14:35,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89142153,2019,2019-07-01 09:30,2019-07-01 00:00,2019-00098682,L,1,3,0,13,50,LEON,TALLAHASSEE,2,2019-07-01 09:48,2019-07-01 09:50,2019-07-01 10:00,2019-07-01 10:30,2,,2,S MERIDIAN ST,,30.431608,-84.277085,,,,OAKLAND AVE E,,5,3,2,1,1,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,536,OFC,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-07-03 14:31,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89146245,2019,2019-11-30 18:39,2019-11-30 00:00,2019-00183383,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-11-30 18:39,2019-11-30 18:41,2019-11-30 18:50,2019-11-30 19:52,2,,2,W TENNESSEE ST,,30.4487,-84.316533,182,,E,OCALA RD,,2,3,1,2,4,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,671,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-12-09 14:53,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89145536,2019,2019-11-03 13:17,2019-11-03 00:00,2019-00169229,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-11-03 13:17,2019-11-03 13:24,2019-11-03 13:31,2019-11-03 14:00,2,,2,OCALA RD,,30.445453,-84.317289,5,,N,HERITAGE GROVE CIR,,5,1,3,1,1,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,628,PATROL,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-11-04 14:03,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89140747,2019,2019-05-02 06:47,2019-05-02 00:00,2019-00065396,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-05-02 06:48,2019-05-02 06:50,2019-05-02 07:20,2019-05-02 07:40,2,,2,JACKSON BLUFF RD,,30.43441,-84.319515,,,S,AUSLEY RD,,5,3,2,1,1,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,726,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-05-03 14:29,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89145557,2019,2019-11-04 02:45,2019-11-04 00:00,2019-00169498,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-11-04 02:48,2019-11-04 02:48,2019-11-04 02:52,2019-11-04 03:19,2,,2,LAKE BRADFORD RD,,30.427804,-84.302215,9,,N,ELBERTA DR,,5,1,1,2,4,1,1,1,,10,1,1,18,1,,,1,,,1,,,,,768,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-11-10 13:58,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89140843,2019,2019-05-04 03:30,2019-05-04 00:00,2019-00066843,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-05-04 05:30,2019-05-04 05:31,2019-05-04 05:34,2019-05-04 06:00,2,,2,HUNTINGTON WOODS BLVD,,30.482244,-84.339529,314,,W,DUFFTON LOOP,,5,3,1,1,5,2,1,1,,10,1,1,1,1,,,1,,,1,,,,,710,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-05-06 14:03,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88593043,2019,2019-10-07 13:54,2019-10-07 00:00,11910-0101,L,1,2,0,13,40,LEON,FLORIDA STATE UNIV.,2,2019-10-07 14:01,2019-10-07 14:01,2019-10-07 14:06,2019-10-07 14:37,2,,2,TRADITIONS WAY,860,30.441419,-84.297517,,,,,,9,3,1,1,1,2,1,1,,10,2,1,1,1,,,1,,,1,,,,,410,OFFICER,,,,,FSU POLICE DEPARTMENT,2,2019-10-12 14:18,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89144880,2019,2019-10-11 16:54,2019-10-11 00:00,2019-00156202,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-10-11 16:54,2019-10-11 16:55,2019-10-11 17:03,2019-10-11 17:20,2,,2,WADSWORTH ST,810,30.450702,-84.305583,,,,,,9,3,1,1,1,1,1,1,,10,8,1,1,1,,,1,,,1,,,,,534,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-10-12 14:18,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89298564,2019,2019-12-13 02:54,2019-12-13 00:00,190196634,L,1,4,0,13,0,LEON,UNINCORPORATED,1,2019-12-13 02:54,2019-12-13 02:55,2019-12-13 02:57,2019-12-13 04:38,1,VEHICLE IDENTIFICATION FOLLOW-UP,2,W TENNESSEE ST,,30.456515,-84.345891,346,,W,BLOUNTSTOWN HWY,,5,1,1,1,4,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,418,DEPUTY,,,,,LEON COUNTY SHERIFFS OFFICE,3,2019-12-18 17:49,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89145488,2019,2019-11-01 18:25,2019-11-21 00:00,2019-00168180,U,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-11-01 18:30,2019-11-01 18:30,2019-11-01 18:45,2019-11-01 20:45,2,,2,S MAGNOLIA DR,,30.427781,-84.261923,160,,S,SARASOTA DR,,5,1,1,2,1,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,636,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-11-23 14:22,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87844979,2019,2019-03-06 10:22,2019-07-29 00:00,2019-00034142,U,1,3,0,13,50,LEON,TALLAHASSEE,2,2019-03-06 10:23,2019-03-06 10:27,2019-03-06 10:29,2019-03-06 12:00,2,,2,PHYSICIANS DR,1607,30.460026,-84.258653,,,,,,9,3,1,2,1,1,1,1,,10,2,1,1,1,,,1,,,1,,,,,566,INVESTIGATOR,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-07-31 14:22,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89146175,2019,2019-11-26 13:29,2019-11-26 00:00,2019-00181368,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-11-26 13:29,2019-11-26 13:30,2019-11-26 13:31,2019-11-26 13:45,2,,2,W PENSACOLA ST,,30.440626,-84.317262,,,,S OCALA RD,,5,3,2,1,1,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,779,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-11-29 13:55,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89146055,2019,2019-11-17 01:27,2019-11-21 00:00,2019-00176564,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-11-17 01:28,2019-11-17 01:29,2019-11-17 01:30,2019-11-17 02:53,2,,2,W GAINES ST,,30.439594,-84.306621,,,,,,9,3,1,1,4,1,1,1,,10,10,1,88,88,,,88,,,1,,,,,670,OFC,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-11-23 14:22,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88593031,2019,2019-10-01 09:16,2019-10-01 00:00,1910-0006,L,1,2,0,13,40,LEON,FLORIDA STATE UNIV.,2,2019-10-01 09:16,2019-10-01 09:24,2019-10-01 09:29,2019-10-01 09:48,2,,2,W CALL ST,530,,,,,,,,5,3,1,1,1,1,1,1,,10,8,1,77,1,,,1,,,1,,,,,418,OFC,,,,,FSU POLICE DEPARTMENT,2,2019-10-02 14:30,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88593079,2019,2019-11-06 10:02,2019-11-06 00:00,1911-0084,L,1,2,0,13,40,LEON,FLORIDA STATE UNIV.,2,2019-11-06 10:03,2019-11-06 10:03,2019-11-06 10:04,2019-11-06 10:03,2,,2,TRADITIONS WAY,860,,,,,W,COLLEGIATE LOOP,,5,1,77,1,1,1,1,1,,10,1,1,77,1,,,1,,,1,,,,,450,POLICE OFFICER,,,,,FSU POLICE DEPARTMENT,2,2019-11-07 14:32,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89297977,2019,2019-09-09 12:12,2019-09-24 00:00,190144305,U,1,4,0,13,0,LEON,UNINCORPORATED,1,2019-09-09 12:15,2019-09-09 12:15,2019-09-09 12:20,2019-09-09 14:00,1,BLOOD RESULTS PENDING,2,MICCOSUKEE LOOP,3201,30.470033,-84.225173,,,S,,,5,2,3,2,1,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,11871,DEPUTY,,,,,LEON COUNTY SHERIFFS OFFICE,3,2019-09-29 13:57,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89298087,2019,2019-09-27 21:00,2019-09-27 00:00,1900155433,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2019-09-27 21:03,2019-09-27 21:03,2019-09-27 21:05,2019-09-27 21:36,2,,2,N MONROE ST,,30.535887,-84.366011,130,,E,DUNCAN LN,,2,2,1,2,5,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,386,DEPUTY,,,,,LEON COUNTY SHERIFFS OFFICE,3,2019-09-29 13:57,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89298546,2019,2019-12-12 11:24,2019-12-12 00:00,1900196281,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-12-12 13:18,2019-12-12 13:18,2019-12-12 13:18,2019-12-12 15:05,2,,2,W THARPE ST,1717,30.460833,-84.315912,,,,,,9,3,1,1,1,2,1,1,,10,1,1,1,1,,,1,,,1,,,,,399,DEPUTY,,,,,LEON COUNTY SHERIFFS OFFICE,3,2019-12-18 17:51,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87844378,2019,2019-02-11 16:15,2019-02-11 00:00,2019-00021856,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-02-11 16:15,2019-02-11 16:42,2019-02-11 16:51,2019-02-11 17:30,2,,2,JOE LOUIS ST,1700,30.45963,-84.304709,,,,,,9,1,1,1,1,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,691,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-02-16 14:23,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89298556,2019,2019-12-13 22:35,2019-12-13 00:00,190197226,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2019-12-13 22:41,2019-12-13 22:45,2019-12-13 22:49,2019-12-13 23:11,2,,2,TOWNER TRCE,7135,30.571778,-84.220434,,,,,,9,1,1,1,4,1,2,1,,10,1,1,4,1,,,1,,,1,,,,,216,DEPUTY,,,,,LEON COUNTY SHERIFFS OFFICE,3,2019-12-18 17:48,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89144010,2019,2019-09-13 08:20,2019-09-13 00:00,2019-00139786,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-09-13 13:05,2019-09-13 13:05,2019-09-13 13:05,2019-09-13 13:05,2,,2,ALLEN RD,2815,30.480655,-84.293667,,,,,,9,1,1,1,1,2,1,1,,10,2,1,4,1,,,1,,,1,,,,,786,PATROL SW AFTERNOON,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-09-15 13:49,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89146228,2019,2019-11-29 18:47,2019-11-29 00:00,2019-00182934,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-11-29 18:48,2019-11-29 18:48,2019-11-29 18:49,2019-11-29 19:51,2,,2,BLAIR STONE RD,,30.432093,-84.249603,42,,S,APALACHEE PKWY,,5,3,1,1,4,1,1,1,,10,1,1,3,1,,,1,,,1,,,,,632,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-12-03 14:30,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89145174,2019,2019-10-21 19:30,2019-10-21 00:00,2019-00161666,L,1,3,0,13,50,LEON,TALLAHASSEE,2,2019-10-21 19:39,2019-10-21 19:39,2019-10-21 19:48,2019-10-21 20:41,2,,2,OCALA RD,,30.445384,-84.317288,,,,HERITAGE GROVE CIR,,5,3,2,1,4,2,1,1,,10,1,1,3,1,,,1,,,1,,,,,732,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-10-23 14:44,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88109743,2019,2019-12-09 19:45,2019-12-09 20:39,FHPH19OFF017520,L,1,4,0,13,0,LEON,UNINCORPORATED,1,2019-12-09 19:53,2019-12-09 19:55,2019-12-09 20:19,2019-12-09 20:39,2,,2,5998 APALACHEE PARKWAY,,30.4256127155267,-84.1759972293386,30,,N,APRIL ROAD,,9,3,1,1,4,1,1,1,77,10,8,1,1,1,,,1,,,1,,,,,4245,TROOPER,,,,,FLORIDA HIGHWAY PATROL,1,2019-12-18 17:50,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89146141,2019,2019-11-25 06:12,2019-11-25 00:00,2019-00180777,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-11-25 06:13,2019-11-25 06:45,2019-11-25 07:01,2019-11-25 08:30,2,,2,OX BOTTOM RD,,30.537136,-84.231029,,,,THOMASVILLE RD,,5,3,3,1,4,1,1,1,,10,1,1,3,1,,,1,,,1,,,,,699,OFC,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-11-26 14:48,EC2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89143256,2019,2019-08-17 21:05,2019-08-17 00:00,2019-00124491,L,1,5,0,13,50,LEON,TALLAHASSEE,2,2019-08-17 21:05,2019-08-17 21:06,2019-08-17 21:08,2019-08-17 23:00,2,,2,W TENNESSEE ST,,30.456145,-84.344958,,,,BLOUNTSTOWN HWY,,3,3,2,1,4,1,1,1,,10,1,1,18,1,,,1,,,1,,,,,691,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-08-19 14:00,EC2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89146776,2019,2019-12-20 14:29,2019-12-20 00:00,2019-00194500,L,1,4,0,13,50,LEON,TALLAHASSEE,2,2019-12-20 14:50,2019-12-20 14:50,2019-12-20 14:50,2019-12-20 15:00,2,,2,N MONROE ST,,30.47699,-84.298289,,,,BALSAM TER,,2,2,3,1,1,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,794,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-12-21 14:17,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89297906,2019,2019-08-26 00:30,2019-08-27 00:00,190136983,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2019-08-26 00:30,2019-08-26 00:30,2019-08-26 00:30,2019-08-26 03:40,2,,2,BLOUNTSTOWN ST,1590,30.464767,-84.346252,,,,,,9,2,1,2,5,3,6,1,,10,8,1,1,1,,,1,,,1,,,,,310,DEPUTY,,,,,LEON COUNTY SHERIFFS OFFICE,3,2019-09-04 14:23,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89146057,2019,2019-11-21 15:13,2019-11-21 00:00,2019-00179050,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-11-21 15:13,2019-11-21 15:13,2019-11-21 15:13,2019-11-21 15:50,2,,2,APALACHEE PKWY,,30.431793,-84.248366,226,,W,EVANGELINE WAY,,2,3,1,1,1,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,719,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-11-25 14:03,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89146766,2019,2019-12-20 07:15,2019-12-20 00:00,2019-00194327,L,1,4,0,13,50,LEON,TALLAHASSEE,2,2019-12-20 07:17,2019-12-20 07:18,2019-12-20 07:23,2019-12-20 08:15,2,,2,E TENNESSEE ST,,30.444671,-84.279499,,,,N CALHOUN ST,,2,3,2,1,1,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,721,OFC.,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-12-21 14:17,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89146371,2019,2019-12-05 17:59,2019-12-05 00:00,2019-00185907,L,1,1,0,13,50,LEON,TALLAHASSEE,2,2019-12-05 17:59,2019-12-05 18:03,2019-12-05 18:10,2019-12-05 18:45,1,UNIDENTIFIED HIT AND RUN VEHICLE,2,OLD BAINBRIDGE RD,,30.463004,-84.299048,139,,W,COMMERCIAL PARK DR,,3,1,1,1,2,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,650,OFC,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-12-09 14:55,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89141993,2019,2019-06-23 18:11,2019-06-23 00:00,2019-00094448,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-06-23 18:11,2019-06-23 18:11,2019-06-23 18:11,2019-06-23 18:11,2,,2,E 7TH AVE,136,30.45797,-84.279025,,,,,,9,1,1,1,1,1,1,1,,10,2,1,1,1,,,1,,,1,,,,,513,POLICE OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-06-25 14:28,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89298534,2019,2019-12-12 16:25,2019-12-12 00:00,190196379,L,1,1,0,13,0,LEON,UNINCORPORATED,1,2019-12-12 16:26,2019-12-12 16:26,2019-12-12 16:40,2019-12-12 16:58,2,,2,OAK RIDGE RD E,,30.321384,-84.249151,,,,BIG BEND SCENIC BYWY,,5,1,2,2,1,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,284,DEPUTY,,,,,LEON COUNTY SHERIFFS OFFICE,3,2019-12-21 14:18,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89139920,2019,2019-04-04 10:40,2019-04-04 00:00,2019-00049869,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-04-04 10:58,2019-04-04 10:49,2019-04-04 11:00,2019-04-04 11:40,2,,2,HOLTON STREET,2500,30.416002,-84.29699,,,,,,9,1,1,2,1,1,1,1,,10,1,1,1,1,,,1,,,1,,,,,720,PATROL,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-04-12 15:55,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89143247,2019,2019-08-17 10:31,2019-08-17 00:00,2019-00124253,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2019-08-17 10:31,2019-08-17 10:31,2019-08-17 10:31,2019-08-17 11:00,2,,2,W TENNESSEE ST,2790,30.455845,-84.341264,,,,,,9,1,1,1,1,1,1,1,,10,1,1,77,1,,,1,,,1,,,,,644,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2019-08-29 14:36,EC2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88593062,2019,2019-10-21 15:25,2019-10-22 00:00,1910-0261,L,1,1,0,13,40,LEON,FLORIDA STATE UNIV.,2,2019-10-21 15:30,2019-10-21 15:30,2019-10-21 15:30,2019-10-21 15:45,2,,2,W JEFFERSON ST,916,30.439556,-84.298845,,,,,,9,3,1,1,1,1,1,1,,10,2,1,4,1,,,88,,,1,,,,,410,OFFICER,,,,,FSU POLICE DEPARTMENT,2,2019-10-23 14:45,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89298537,2019,2019-12-12 19:10,2019-12-12 00:00,190196476,L,1,1,0,13,0,LEON,UNINCORPORATED,1,2019-12-12 19:17,2019-12-12 19:21,2019-12-12 19:36,2019-12-12 19:54,2,,2,BRADFORDVILLE RD,,30.557324,-84.176714,,,,PISGAH CHURCH RD,,5,2,3,1,2,2,1,1,,10,10,1,2,1,,,1,,,1,,,,,11910,FTO,,,,,LEON COUNTY SHERIFFS OFFICE,3,2019-12-13 14:34,EC2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89149377,2020,2020-05-17 12:45,2020-05-17 00:00,2020-00077815,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-05-17 13:05,2020-05-17 13:10,2020-05-17 13:15,2020-05-17 14:15,2,,2,W TENNESSEE ST,4260,30.461074,-84.357204,,,,,,9,1,1,1,1,1,1,1,,10,8,1,77,1,,,1,,,1,,,,,664,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-05-22 13:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89148549,2020,2020-03-05 05:30,2020-03-05 00:00,2020-00035244,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2020-03-05 05:30,2020-03-05 05:32,2020-03-05 05:34,2020-03-05 06:00,2,,2,W TENNESSEE ST,,30.444636,-84.28428,,,,N BRONOUGH ST,,5,1,2,2,4,3,2,1,,10,1,1,3,1,,,2,,,1,,,,,602,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-03-07 14:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89147155,2020,2020-01-09 21:55,2020-01-09 00:00,2020-00004335,L,1,3,0,13,50,LEON,TALLAHASSEE,2,2020-01-09 21:55,2020-01-09 21:21,2020-01-09 22:02,2020-01-09 22:02,2,,2,W MADISON ST,,30.436597,-84.296196,,,,LORENE ST,,5,3,2,1,4,1,1,1,,10,1,1,2,1,,,1,,,1,,,,,625,OFFICER,,,,,TALLAHASSEE POLICE DEPARTMENT,2,2020-01-11 14:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
